[07-01 16:01:20] [gen] o3-mini fail: o3-mini: failed after 4 retries: HTTPSConnectionPool(host='api.openai.com', port=443): Max retries e
[07-06 09:37:23] [gen] deepseek-v4-pro fail: Could not find a suitable TLS CA certificate bundle, invalid path: /private/tmp/claude-501/-Users-al
[07-06 09:37:23] [gen] deepseek-v4-pro fail: Could not find a suitable TLS CA certificate bundle, invalid path: /private/tmp/claude-501/-Users-al
[07-06 09:37:23] [gen] deepseek-v4-pro fail: Could not find a suitable TLS CA certificate bundle, invalid path: /private/tmp/claude-501/-Users-al
[07-06 09:37:23] [gen] deepseek-v4-pro fail: Could not find a suitable TLS CA certificate bundle, invalid path: /private/tmp/claude-501/-Users-al
[07-06 09:37:23] [gen] deepseek-v4-pro fail: Could not find a suitable TLS CA certificate bundle, invalid path: /private/tmp/claude-501/-Users-al
[07-06 09:37:23] [gen] deepseek-v4-pro fail: Could not find a suitable TLS CA certificate bundle, invalid path: /private/tmp/claude-501/-Users-al
[07-06 09:37:23] [gen] deepseek-v4-pro fail: Could not find a suitable TLS CA certificate bundle, invalid path: /private/tmp/claude-501/-Users-al
[07-06 09:37:23] [gen] deepseek-v4-pro fail: Could not find a suitable TLS CA certificate bundle, invalid path: /private/tmp/claude-501/-Users-al
[07-06 09:37:23] [gen] deepseek-v4-pro fail: Could not find a suitable TLS CA certificate bundle, invalid path: /private/tmp/claude-501/-Users-al
[07-06 09:37:23] [gen] deepseek-v4-pro fail: Could not find a suitable TLS CA certificate bundle, invalid path: /private/tmp/claude-501/-Users-al
[07-06 09:37:23] [gen] deepseek-v4-pro fail: Could not find a suitable TLS CA certificate bundle, invalid path: /private/tmp/claude-501/-Users-al
[07-06 09:37:23] [gen] deepseek-v4-pro fail: Could not find a suitable TLS CA certificate bundle, invalid path: /private/tmp/claude-501/-Users-al
[07-06 09:37:23] [gen] deepseek-v4-pro fail: Could not find a suitable TLS CA certificate bundle, invalid path: /private/tmp/claude-501/-Users-al
[07-06 09:37:23] [gen] deepseek-v4-pro fail: Could not find a suitable TLS CA certificate bundle, invalid path: /private/tmp/claude-501/-Users-al
[07-06 09:37:23] [gen] deepseek-v4-pro fail: Could not find a suitable TLS CA certificate bundle, invalid path: /private/tmp/claude-501/-Users-al
[07-06 09:37:23] [gen] deepseek-v4-pro fail: Could not find a suitable TLS CA certificate bundle, invalid path: /private/tmp/claude-501/-Users-al
[07-06 09:37:23] [gen] deepseek-v4-pro fail: Could not find a suitable TLS CA certificate bundle, invalid path: /private/tmp/claude-501/-Users-al
[07-06 09:37:23] [gen] deepseek-v4-pro fail: Could not find a suitable TLS CA certificate bundle, invalid path: /private/tmp/claude-501/-Users-al
[07-06 09:37:23] [gen] deepseek-v4-pro fail: Could not find a suitable TLS CA certificate bundle, invalid path: /private/tmp/claude-501/-Users-al
[07-06 09:37:23] [gen] deepseek-v4-pro fail: Could not find a suitable TLS CA certificate bundle, invalid path: /private/tmp/claude-501/-Users-al
[07-06 09:37:23] [gen] deepseek-v4-pro fail: Could not find a suitable TLS CA certificate bundle, invalid path: /private/tmp/claude-501/-Users-al
[07-06 09:37:23] [gen] deepseek-v4-pro fail: Could not find a suitable TLS CA certificate bundle, invalid path: /private/tmp/claude-501/-Users-al
[07-06 09:37:23] [gen] deepseek-v4-pro fail: Could not find a suitable TLS CA certificate bundle, invalid path: /private/tmp/claude-501/-Users-al
[07-06 09:37:23] [gen] deepseek-v4-pro fail: Could not find a suitable TLS CA certificate bundle, invalid path: /private/tmp/claude-501/-Users-al
[07-06 09:37:23] [gen] deepseek-v4-pro fail: Could not find a suitable TLS CA certificate bundle, invalid path: /private/tmp/claude-501/-Users-al
[07-06 09:37:23] [gen] deepseek-v4-pro fail: Could not find a suitable TLS CA certificate bundle, invalid path: /private/tmp/claude-501/-Users-al
[07-06 09:37:23] [gen] deepseek-v4-pro fail: Could not find a suitable TLS CA certificate bundle, invalid path: /private/tmp/claude-501/-Users-al
[07-06 09:37:23] [gen] deepseek-v4-pro fail: Could not find a suitable TLS CA certificate bundle, invalid path: /private/tmp/claude-501/-Users-al
[07-06 09:37:23] [gen] deepseek-v4-pro fail: Could not find a suitable TLS CA certificate bundle, invalid path: /private/tmp/claude-501/-Users-al
[07-06 09:37:23] [gen] deepseek-v4-pro fail: Could not find a suitable TLS CA certificate bundle, invalid path: /private/tmp/claude-501/-Users-al
[07-06 09:37:23] [gen] deepseek-v4-pro fail: Could not find a suitable TLS CA certificate bundle, invalid path: /private/tmp/claude-501/-Users-al
[07-06 09:37:23] [gen] deepseek-v4-pro fail: Could not find a suitable TLS CA certificate bundle, invalid path: /private/tmp/claude-501/-Users-al
[07-06 09:37:23] [gen] deepseek-v4-pro fail: Could not find a suitable TLS CA certificate bundle, invalid path: /private/tmp/claude-501/-Users-al
[07-06 09:37:23] [gen] deepseek-v4-pro fail: Could not find a suitable TLS CA certificate bundle, invalid path: /private/tmp/claude-501/-Users-al
[07-06 09:37:23] [gen] deepseek-v4-pro fail: Could not find a suitable TLS CA certificate bundle, invalid path: /private/tmp/claude-501/-Users-al
[07-06 09:37:23] [gen] deepseek-v4-pro fail: Could not find a suitable TLS CA certificate bundle, invalid path: /private/tmp/claude-501/-Users-al
[07-06 09:37:23] [gen] deepseek-v4-pro fail: Could not find a suitable TLS CA certificate bundle, invalid path: /private/tmp/claude-501/-Users-al
[07-06 09:37:23] [gen] deepseek-v4-pro fail: Could not find a suitable TLS CA certificate bundle, invalid path: /private/tmp/claude-501/-Users-al
[07-06 09:37:23] [gen] deepseek-v4-pro fail: Could not find a suitable TLS CA certificate bundle, invalid path: /private/tmp/claude-501/-Users-al
[07-06 09:37:23] [gen] deepseek-v4-pro fail: Could not find a suitable TLS CA certificate bundle, invalid path: /private/tmp/claude-501/-Users-al
[07-06 09:37:23] [gen] deepseek-v4-pro fail: Could not find a suitable TLS CA certificate bundle, invalid path: /private/tmp/claude-501/-Users-al
[07-06 09:37:23] [gen] deepseek-v4-pro fail: Could not find a suitable TLS CA certificate bundle, invalid path: /private/tmp/claude-501/-Users-al
[07-06 09:37:23] [gen] deepseek-v4-pro fail: Could not find a suitable TLS CA certificate bundle, invalid path: /private/tmp/claude-501/-Users-al
[07-06 09:37:23] [gen] deepseek-v4-pro fail: Could not find a suitable TLS CA certificate bundle, invalid path: /private/tmp/claude-501/-Users-al
[07-06 09:37:23] [gen] deepseek-v4-pro fail: Could not find a suitable TLS CA certificate bundle, invalid path: /private/tmp/claude-501/-Users-al
[07-06 09:37:23] [gen] deepseek-v4-pro fail: Could not find a suitable TLS CA certificate bundle, invalid path: /private/tmp/claude-501/-Users-al
[07-06 09:37:23] [gen] deepseek-v4-pro fail: Could not find a suitable TLS CA certificate bundle, invalid path: /private/tmp/claude-501/-Users-al
[07-06 09:37:23] [gen] deepseek-v4-pro fail: Could not find a suitable TLS CA certificate bundle, invalid path: /private/tmp/claude-501/-Users-al
[07-06 09:37:23] [gen] deepseek-v4-pro fail: Could not find a suitable TLS CA certificate bundle, invalid path: /private/tmp/claude-501/-Users-al
[07-06 09:37:23] [gen] deepseek-v4-pro fail: Could not find a suitable TLS CA certificate bundle, invalid path: /private/tmp/claude-501/-Users-al
[07-06 09:37:23] [gen] deepseek-v4-pro fail: Could not find a suitable TLS CA certificate bundle, invalid path: /private/tmp/claude-501/-Users-al
[07-06 09:37:23] [gen] deepseek-v4-pro fail: Could not find a suitable TLS CA certificate bundle, invalid path: /private/tmp/claude-501/-Users-al
[07-06 09:37:23] [gen] deepseek-v4-pro fail: Could not find a suitable TLS CA certificate bundle, invalid path: /private/tmp/claude-501/-Users-al
[07-06 09:37:23] [gen] deepseek-v4-pro fail: Could not find a suitable TLS CA certificate bundle, invalid path: /private/tmp/claude-501/-Users-al
[07-06 09:37:23] [gen] deepseek-v4-pro fail: Could not find a suitable TLS CA certificate bundle, invalid path: /private/tmp/claude-501/-Users-al
[07-06 09:37:23] [gen] deepseek-v4-pro fail: Could not find a suitable TLS CA certificate bundle, invalid path: /private/tmp/claude-501/-Users-al
[07-06 09:37:23] [gen] deepseek-v4-pro fail: Could not find a suitable TLS CA certificate bundle, invalid path: /private/tmp/claude-501/-Users-al
[07-06 09:37:23] [gen] deepseek-v4-pro fail: Could not find a suitable TLS CA certificate bundle, invalid path: /private/tmp/claude-501/-Users-al
[07-06 09:37:23] [gen] deepseek-v4-pro fail: Could not find a suitable TLS CA certificate bundle, invalid path: /private/tmp/claude-501/-Users-al
[07-06 09:37:23] [gen] deepseek-v4-pro fail: Could not find a suitable TLS CA certificate bundle, invalid path: /private/tmp/claude-501/-Users-al
[07-06 09:37:23] [gen] deepseek-v4-pro fail: Could not find a suitable TLS CA certificate bundle, invalid path: /private/tmp/claude-501/-Users-al
[07-06 09:37:23] [gen] deepseek-v4-pro fail: Could not find a suitable TLS CA certificate bundle, invalid path: /private/tmp/claude-501/-Users-al
[07-06 09:37:23] [gen] deepseek-v4-pro fail: Could not find a suitable TLS CA certificate bundle, invalid path: /private/tmp/claude-501/-Users-al
[07-06 09:37:23] [gen] deepseek-v4-pro fail: Could not find a suitable TLS CA certificate bundle, invalid path: /private/tmp/claude-501/-Users-al
[07-06 09:37:23] [gen] deepseek-v4-pro fail: Could not find a suitable TLS CA certificate bundle, invalid path: /private/tmp/claude-501/-Users-al
[07-06 09:37:23] [gen] deepseek-v4-pro fail: Could not find a suitable TLS CA certificate bundle, invalid path: /private/tmp/claude-501/-Users-al
[07-06 09:37:23] [gen] deepseek-v4-pro fail: Could not find a suitable TLS CA certificate bundle, invalid path: /private/tmp/claude-501/-Users-al
[07-06 09:37:23] [gen] deepseek-v4-pro fail: Could not find a suitable TLS CA certificate bundle, invalid path: /private/tmp/claude-501/-Users-al
[07-06 09:37:23] [gen] deepseek-v4-pro fail: Could not find a suitable TLS CA certificate bundle, invalid path: /private/tmp/claude-501/-Users-al
[07-06 09:37:23] [gen] deepseek-v4-pro fail: Could not find a suitable TLS CA certificate bundle, invalid path: /private/tmp/claude-501/-Users-al
[07-06 09:37:23] [gen] deepseek-v4-pro fail: Could not find a suitable TLS CA certificate bundle, invalid path: /private/tmp/claude-501/-Users-al
[07-06 09:37:23] [gen] deepseek-v4-pro fail: Could not find a suitable TLS CA certificate bundle, invalid path: /private/tmp/claude-501/-Users-al
[07-06 09:37:23] [gen] deepseek-v4-pro fail: Could not find a suitable TLS CA certificate bundle, invalid path: /private/tmp/claude-501/-Users-al
[07-06 09:37:23] [gen] deepseek-v4-pro fail: Could not find a suitable TLS CA certificate bundle, invalid path: /private/tmp/claude-501/-Users-al
[07-06 09:37:23] [gen] deepseek-v4-pro fail: Could not find a suitable TLS CA certificate bundle, invalid path: /private/tmp/claude-501/-Users-al
[07-06 09:37:23] [gen] deepseek-v4-pro fail: Could not find a suitable TLS CA certificate bundle, invalid path: /private/tmp/claude-501/-Users-al
[07-06 09:37:23] [gen] deepseek-v4-pro fail: Could not find a suitable TLS CA certificate bundle, invalid path: /private/tmp/claude-501/-Users-al
[07-06 09:37:23] [gen] deepseek-v4-pro fail: Could not find a suitable TLS CA certificate bundle, invalid path: /private/tmp/claude-501/-Users-al
[07-06 09:37:23] [gen] deepseek-v4-pro fail: Could not find a suitable TLS CA certificate bundle, invalid path: /private/tmp/claude-501/-Users-al
[07-06 09:37:23] [gen] deepseek-v4-pro fail: Could not find a suitable TLS CA certificate bundle, invalid path: /private/tmp/claude-501/-Users-al
[07-06 09:37:23] [gen] deepseek-v4-pro fail: Could not find a suitable TLS CA certificate bundle, invalid path: /private/tmp/claude-501/-Users-al
[07-06 09:37:23] [gen] deepseek-v4-pro fail: Could not find a suitable TLS CA certificate bundle, invalid path: /private/tmp/claude-501/-Users-al
[07-06 09:37:23] [gen] deepseek-v4-pro fail: Could not find a suitable TLS CA certificate bundle, invalid path: /private/tmp/claude-501/-Users-al
[07-06 09:37:23] [gen] deepseek-v4-pro fail: Could not find a suitable TLS CA certificate bundle, invalid path: /private/tmp/claude-501/-Users-al
[07-06 09:37:23] [gen] deepseek-v4-pro fail: Could not find a suitable TLS CA certificate bundle, invalid path: /private/tmp/claude-501/-Users-al
[07-06 09:37:23] [gen] deepseek-v4-pro fail: Could not find a suitable TLS CA certificate bundle, invalid path: /private/tmp/claude-501/-Users-al
[07-06 09:37:23] [gen] deepseek-v4-pro fail: Could not find a suitable TLS CA certificate bundle, invalid path: /private/tmp/claude-501/-Users-al
[07-06 09:37:23] [gen] deepseek-v4-pro fail: Could not find a suitable TLS CA certificate bundle, invalid path: /private/tmp/claude-501/-Users-al
[07-06 09:37:23] [gen] deepseek-v4-pro fail: Could not find a suitable TLS CA certificate bundle, invalid path: /private/tmp/claude-501/-Users-al
[07-06 09:37:23] [gen] deepseek-v4-pro fail: Could not find a suitable TLS CA certificate bundle, invalid path: /private/tmp/claude-501/-Users-al
[07-06 09:37:23] [gen] deepseek-v4-pro fail: Could not find a suitable TLS CA certificate bundle, invalid path: /private/tmp/claude-501/-Users-al
[07-06 09:37:23] [gen] deepseek-v4-pro fail: Could not find a suitable TLS CA certificate bundle, invalid path: /private/tmp/claude-501/-Users-al
[07-06 09:37:23] [gen] deepseek-v4-pro fail: Could not find a suitable TLS CA certificate bundle, invalid path: /private/tmp/claude-501/-Users-al
[07-06 09:37:23] [gen] deepseek-v4-pro fail: Could not find a suitable TLS CA certificate bundle, invalid path: /private/tmp/claude-501/-Users-al
[07-06 09:37:23] [gen] deepseek-v4-pro fail: Could not find a suitable TLS CA certificate bundle, invalid path: /private/tmp/claude-501/-Users-al
[07-06 09:37:23] [gen] deepseek-v4-pro fail: Could not find a suitable TLS CA certificate bundle, invalid path: /private/tmp/claude-501/-Users-al
[07-06 09:37:23] [gen] deepseek-v4-pro fail: Could not find a suitable TLS CA certificate bundle, invalid path: /private/tmp/claude-501/-Users-al
[07-06 09:37:23] [gen] deepseek-v4-pro fail: Could not find a suitable TLS CA certificate bundle, invalid path: /private/tmp/claude-501/-Users-al
[07-06 09:37:23] [gen] deepseek-v4-pro fail: Could not find a suitable TLS CA certificate bundle, invalid path: /private/tmp/claude-501/-Users-al
[07-06 09:37:23] [gen] deepseek-v4-pro fail: Could not find a suitable TLS CA certificate bundle, invalid path: /private/tmp/claude-501/-Users-al
[07-06 09:37:23] [gen] deepseek-v4-pro fail: Could not find a suitable TLS CA certificate bundle, invalid path: /private/tmp/claude-501/-Users-al
[07-06 09:37:23] [gen] deepseek-v4-pro fail: Could not find a suitable TLS CA certificate bundle, invalid path: /private/tmp/claude-501/-Users-al
[07-06 09:37:23] [gen] deepseek-v4-pro fail: Could not find a suitable TLS CA certificate bundle, invalid path: /private/tmp/claude-501/-Users-al
[07-06 09:37:23] [gen] deepseek-v4-pro fail: Could not find a suitable TLS CA certificate bundle, invalid path: /private/tmp/claude-501/-Users-al
[07-06 09:37:23] [gen] deepseek-v4-pro fail: Could not find a suitable TLS CA certificate bundle, invalid path: /private/tmp/claude-501/-Users-al
[07-06 09:37:23] [gen] deepseek-v4-pro fail: Could not find a suitable TLS CA certificate bundle, invalid path: /private/tmp/claude-501/-Users-al
[07-06 09:37:23] [gen] deepseek-v4-pro fail: Could not find a suitable TLS CA certificate bundle, invalid path: /private/tmp/claude-501/-Users-al
[07-06 09:37:23] [gen] deepseek-v4-pro fail: Could not find a suitable TLS CA certificate bundle, invalid path: /private/tmp/claude-501/-Users-al
[07-06 09:37:23] [gen] deepseek-v4-pro fail: Could not find a suitable TLS CA certificate bundle, invalid path: /private/tmp/claude-501/-Users-al
[07-06 09:37:23] [gen] deepseek-v4-pro fail: Could not find a suitable TLS CA certificate bundle, invalid path: /private/tmp/claude-501/-Users-al
[07-06 09:37:23] [gen] deepseek-v4-pro fail: Could not find a suitable TLS CA certificate bundle, invalid path: /private/tmp/claude-501/-Users-al
[07-06 09:37:23] [gen] deepseek-v4-pro fail: Could not find a suitable TLS CA certificate bundle, invalid path: /private/tmp/claude-501/-Users-al
[07-06 09:37:23] [gen] deepseek-v4-pro fail: Could not find a suitable TLS CA certificate bundle, invalid path: /private/tmp/claude-501/-Users-al
